Knee_Joint_Passive_Force
0.0
0.19042342370683707
0.1252628561888366
0.28063092024153646
0.026231935754799207
0.26861515277612347
0.355037552753388
0.31348582204287273
0.3781883253263057
0.12476178504622054
0.3698929931263659
0.3892313929688625
0.36058496872431317
0.36699880272494806
0.11467761214468514
0.36036222616596986
0.33472512369966234
0.31621101345267183
0.2847004175902052
0.033266497588123445
0.28098550454435345
0.23289026509466668
0.22666198723271122
0.1856284761538451
-0.06524552227658559
0.1785305699223756
0.12425062460963346
0.12438871664389917
0.0769260582598882
-0.17367545610092783
0.07427893999422738
0.02653097175515283
0.033248704948507735
-0.0065160466258998295
-0.25707984240249454
-0.007268043104472599
-0.040825219413459596
-0.03362545600878383
-0.06094323430982396
-0.3116213679464672
-0.06065616306323281
-0.08068503013263795
-0.07453728840055314
-0.09032271211183071
-0.3411921820434889
-0.08970682405367307
-0.09936593193049179
-0.09641466406744134
-0.10410459585561867
-0.35519304909800614
-0.10372907227625076
-0.1083427363760163
-0.10629327252119
-0.10974496333201046
-0.36105817457762446
-0.11012421235611287
-0.11334329031119522
-0.111504820804027
-0.11380140661824764
-0.3653524717011849
-0.11346718560262843
-0.11387524108582406
-0.11289356620851304
-0.11294185835757622
-0.3647638486455085
-0.11271286409603992
-0.11174697797763752
-0.11135575035793853
-0.11036543044679725
-0.3624804253615792
-0.11023205060081705
-0.10884045514463678
-0.10881829638667369
-0.10757055488966263
-0.35999467691590115
-0.10751486058693471
-0.10625631653370073
-0.1064335546493262
-0.10537437292509917
-0.35811898379414225
-0.10537574497225527
-0.10452230797705518
-0.10477931754136995
-0.10411271820544683
-0.3571854323454627
-0.10415010414539838
-0.10377707806476594
-0.1040381965365146
-0.1038057274226108
-0.3572111106284597
-0.10363391997906438
-0.10309578860354951
-0.09825167372619457
-0.09626635709588202
-0.35001394141929887
-0.09663970233507842
-0.09402332371874977
-0.09551215318107138
-0.09356029149931512
-0.347617019746706
-0.09389516127596084
-0.09354884044210435
-0.09438760399787081
-0.09430777083776666
-0.34862972735496434
-0.09454584600861397
-0.0953950193623624
-0.09579566523637259
-0.09667515000239105
-0.35123528423037365
-0.09683359547331352
-0.0981794804905798
-0.09830809045283746
-0.09956046602311372
-0.3543373090571904
-0.09965947336258306
-0.10108704968071718
-0.10106351720396646
-0.10234642955613459
-0.35732183034611575
-0.10240403027637467
-0.10369550632031294
-0.10359942309398273
-0.1047378831009999
-0.3598956415613514
-0.10476841789892387
-0.10583243571455332
-0.1057125527773634
-0.10663749517749152
-0.3619626077324942
-0.1066515006227816
-0.10747096310672273
-0.1073542855166108
-0.1080578316825145
-0.363536118791028
-0.10806254149467785
-0.10865899342728413
-0.10855828210021531
-0.10906357225667847
-0.3646815238449324
-0.10906363801637566
-0.10947469018779793
-0.10939403093792209
-0.10973628999080709
-0.36548102129139026
-0.10973452303561365
-0.11000064431993367
-0.10993937960926407
-0.11015509866834192
-0.3660143515231198
-0.11015302244724587
-0.11031080717263717
-0.11025358657668648
-0.11037048826368141
-0.3663326014699884
-0.11036384045756173
-0.11042015734678547
-0.11037805690834124
-0.11040564370387715
-0.3664596383753371
-0.11040156325148771
-0.11038814295103366
-0.11036153725631415
-0.11033000792549519
-0.3664659325646258
-0.11032757472645727
-0.1102705198091457
-0.1102544397824221
-0.11018616747232182
-0.3663949776693488
-0.11018496859017661
-0.11010169772016959
-0.11009243509037972
-0.11000222413211644
-0.36627568340988603
-0.11000188809661804
-0.10990348565237164
-0.10989842150606108
-0.10979560170799534
-0.3661261865601267
-0.10979582888207956
-0.10968898312607124
-0.10968633900827851
-0.10957647886298441
-0.3659572896351674
-0.10957703311996586
-0.10946550872852354
-0.10946413764536819
-0.10935032662959118
-0.3657750063171983
-0.1093510367186595
-0.10923675580129875
-0.1092359614951824
-0.10911973756918034
-0.36558239957769123
-0.1091204941377299
-0.10900429205395844
-0.10900368114910657
-0.10888569013863804
-0.3653808552311014
-0.10888642588195657
-0.10876855448834317
-0.1087679436589495
-0.10864835756676959
-0.3651708996372889
-0.10864902817078197
-0.10852947229388464
-0.10852878601762375
-0.10840757922956015
-0.3649526791740155
-0.10840816193928665
-0.10828682803618606
-0.10828606063911062
-0.1081631491898234
-0.36472625595292496
-0.10816364334786735
-0.10804043971468269
-0.1080396202928421
-0.10791494197965676
-0.36449173979498206
-0.10791535149096225
-0.10779025623764908
-0.10778941132659069
-0.10766295898106226
-0.36424933984586416
-0.10766329232310362
-0.10753632858716353
-0.1075354942853981
-0.10740730619076534
-0.36399934669561895
-0.10740757371838527
-0.10727882763143742
-0.10727802814530198
-0.10714818493560486
-0.3637421266745231
-0.10714840119115224
-0.10701798496558024
-0.10701723902074388
-0.10688585967857958
-0.36347809257981867
-0.10688602641020908
-0.10675408052345066
-0.10675338601122698
-0.10662058388104878
-0.36320763191052885
-0.10662071356917303
-0.10648737132403922
-0.10648672702085367
-0.1063526324854305
-0.36293114127662873
-0.10635273218434915
-0.106218108038327
-0.10621751568324081
-0.10608222238128559
-0.3626489484341062
-0.10608215588794759
-0.10594593573508476
-0.10594418363809799
-0.10580630892549855
-0.3623581259819091
-0.10580633546294452
-0.10566681040290386
-0.10566528357295195
-0.10552443915650361
-0.3620583598720744
-0.10552440849796202
-0.10538210053746401
-0.10538084914471432
-0.10523754139078602
-0.3617507364126398
-0.1052374848421896
-0.10509296274257328
-0.10509199579186931
-0.10494677649008625
-0.3614365454198836
-0.10494670361049799
-0.10480053128972398
-0.10479982666269926
-0.10465320979400214
-0.3611169642019646
-0.10465312883080344
-0.10450580000901288
-0.10450531269659179
-0.10435773085679068
-0.3607929795867397
-0.10435765357079653
-0.1042095724981431
-0.10420926046269273
-0.10406105669268596
-0.3604653929937959
-0.10406098727285806
-0.10391244239715733
-0.1039122497678141
-0.10376366794625258
-0.3601347581064056
-0.10376360796358386
-0.10361479786724993
-0.10361467596482178
-0.10346586542803975
-0.3598014386807861
-0.10346581465873762
-0.10331684177445617
-0.10331674812057184
-0.10316777065426545
-0.3594656101967823
-0.10316773177796601
-0.10301861659543401
-0.10301851642135898
-0.10286938070482127
-0.3591273157063705
-0.10286934377503527
-0.10272005693569042
-0.10271991956186448
-0.10257056049698535
-0.3587864590033807
-0.10257052340026843
-0.10242098160695995
-0.10242079211383938
-0.10227111392510511
-0.35844287657985774
-0.10227108264697979
-0.10212116338869878
-0.10212091374059168
-0.10197079144315192
-0.3580963459543146
-0.10197076015051706
-0.10182033452657685
-0.10182001445582049
-0.10166931739152058
-0.35774661367788546
-0.10166928057015012
-0.10151821171057061
-0.10151781959304444
-0.10136640865943587
-0.3573934146123043
-0.10136637319283975
-0.10121451234694344
-0.10121405004689668
-0.10106178878645046
-0.3570364865852875
-0.10106174582481647
-0.10090896242389667
-0.10090843427541026
-0.1007551939312047
-0.35667557685360396
-0.10075515502255222
-0.10060132466748976
-0.1006007365844867
-0.10044639540309
-0.3563104650720733
-0.10044635226182794
-0.10029136316961526
-0.10029072192916574
-0.10013518310415019
-0.35594094711908936
-0.1001351316725618
-0.09997888583907895
-0.0999781985167563
-0.0998213668194499
-0.3555668367206209
-0.09982131123725277
-0.09966372461251122
-0.09966299816683605
-0.09950479189570309
-0.3551879814166646
-0.09950473641690535
-0.09934573435821858
-0.09934497534143992
-0.09918534170307361
-0.3548042652695277
-0.09918527859538175
-0.09902480693467036
-0.09902402533464989
-0.09886289915477307
-0.3544155705930727
-0.09886283278469185
-0.09870084449345409
-0.09870003754923105
-0.0985373841913883
-0.3540218156143519
-0.09853731492569202
-0.09837377675747874
-0.09837294903274728
-0.09820872683890211
-0.353622927680861
-0.0982086590577338
-0.09804353404114682
-0.09804269743654287
-0.09787688450542774
-0.3532188606824299
-0.09787681050374344
-0.09771008875824849
-0.09770924245593891
-0.09754181925642544
-0.3528095724311793
-0.0975417433718008
-0.0973733966191124
-0.09737253919812647
-0.09720349142363788
-0.35239501835804704
-0.09720341394010108
-0.09703343863333272
-0.09703258022711242
-0.09686189776936939
-0.35197518975037934
-0.09686181893359802
-0.0966901950794377
-0.09668933330244511
-0.09651701337925418
-0.35155005570622994
-0.09651693340894703
-0.09634366398197358
-0.0963428001081742
-0.09616883446121674
-0.3511196059851692
-0.09616875354072606
-0.09599383566059955
-0.09599297468382027
-0.09581735701987368
-0.3506838297266526
-0.09581727530326326
-0.0956407117673477
-0.09563984637145023
-0.0954625799172866
-0.35024271854832656
-0.09546249351386918
-0.0952842843260896
-0.0952834150537693
-0.09510450413985039
-0.3497962658452529
-0.09510442120657726
-0.09492455923121981
-0.0949236945272277
-0.09474313222726953
-0.3493444662470215
-0.09474304882571319
-0.09456153965421438
-0.0945606757883633
-0.09437846782979177
-0.3488873151996398
-0.09437838403552096
-0.09419522568912465
-0.09419436689958949
-0.09401051542120623
-0.3484248087004168
-0.09401043129346938
-0.0938256342149535
-0.0938247685879086
-0.0936392760364999
-0.34795693905514824
-0.09363919162952364
-0.09345275846659569
-0.09345189417242614
-0.09326476324026159
-0.34748371086415053
-0.09326468261864002
-0.09307660816525477
-0.09307574932060986
-0.09288698288254363
-0.3470051207940903
-0.09288689802947481
-0.09269718930409428
-0.09269632793751761
-0.09250593303227758
-0.346521157526004
